Admin2,Province_State,Region
Marlboro,South Carolina,
Newberry,South Carolina,
Oconee,South Carolina,
Orangeburg,South Carolina,
Pickens,South Carolina,
Richland,South Carolina,
Saluda,South Carolina,
Spartanburg,South Carolina,
Sumter,South Carolina,
Union,South Carolina,
Williamsburg,South Carolina,
York,South Carolina,
Aurora,South Dakota,
Beadle,South Dakota,
Bennett,South Dakota,
Bon Homme,South Dakota,
Brookings,South Dakota,
Brown,South Dakota,
Brule,South Dakota,
Buffalo,South Dakota,
Butte,South Dakota,
Campbell,South Dakota,
Charles Mix,South Dakota,
Clark,South Dakota,
Clay,South Dakota,
Codington,South Dakota,
Corson,South Dakota,
Custer,South Dakota,
Davison,South Dakota,
Day,South Dakota,
Deuel,South Dakota,
Dewey,South Dakota,
Douglas,South Dakota,
Edmunds,South Dakota,
Fall River,South Dakota,
Faulk,South Dakota,
Grant,South Dakota,
Gregory,South Dakota,
Haakon,South Dakota,
Hamlin,South Dakota,
Hand,South Dakota,
Hanson,South Dakota,
Harding,South Dakota,
Hughes,South Dakota,
Hutchinson,South Dakota,
Hyde,South Dakota,
Jackson,South Dakota,
Jerauld,South Dakota,
Jones,South Dakota,
Kingsbury,South Dakota,
Lake,South Dakota,
Lawrence,South Dakota,
Lincoln,South Dakota,
Lyman,South Dakota,
McCook,South Dakota,
McPherson,South Dakota,
Marshall,South Dakota,
Meade,South Dakota,
Mellette,South Dakota,
Miner,South Dakota,
Minnehaha,South Dakota,
Moody,South Dakota,
Oglala Lakota,South Dakota,
Pennington,South Dakota,
Perkins,South Dakota,
Potter,South Dakota,
Roberts,South Dakota,
Sanborn,South Dakota,
Spink,South Dakota,
Stanley,South Dakota,
Sully,South Dakota,
Todd,South Dakota,
Tripp,South Dakota,
Turner,South Dakota,
Union,South Dakota,
Walworth,South Dakota,
Yankton,South Dakota,
Ziebach,South Dakota,
Anderson,Tennessee,
Bedford,Tennessee,
Benton,Tennessee,
Bledsoe,Tennessee,
Blount,Tennessee,
Bradley,Tennessee,
Campbell,Tennessee,
Cannon,Tennessee,
Carroll,Tennessee,
Carter,Tennessee,
Cheatham,Tennessee,
Chester,Tennessee,
Claiborne,Tennessee,
Clay,Tennessee,
Cocke,Tennessee,
Coffee,Tennessee,
Crockett,Tennessee,
Cumberland,Tennessee,
Davidson,Tennessee,
Decatur,Tennessee,
DeKalb,Tennessee,
Dickson,Tennessee,
Dyer,Tennessee,
Fayette,Tennessee,
Fentress,Tennessee,
Franklin,Tennessee,
Gibson,Tennessee,
Giles,Tennessee,
Grainger,Tennessee,
Greene,Tennessee,
Grundy,Tennessee,
Hamblen,Tennessee,
Hamilton,Tennessee,
Hancock,Tennessee,
Hardeman,Tennessee,
Hardin,Tennessee,
Hawkins,Tennessee,
Haywood,Tennessee,
Henderson,Tennessee,
Henry,Tennessee,
Hickman,Tennessee,
Houston,Tennessee,
Humphreys,Tennessee,
Jackson,Tennessee,
Jefferson,Tennessee,
Johnson,Tennessee,
Knox,Tennessee,
Lake,Tennessee,
Lauderdale,Tennessee,
Lawrence,Tennessee,
Lewis,Tennessee,
Lincoln,Tennessee,
Loudon,Tennessee,
McMinn,Tennessee,
McNairy,Tennessee,
Macon,Tennessee,
Madison,Tennessee,
Marion,Tennessee,
Marshall,Tennessee,
Maury,Tennessee,
Meigs,Tennessee,
Monroe,Tennessee,
Montgomery,Tennessee,
Moore,Tennessee,
Morgan,Tennessee,
Obion,Tennessee,
Overton,Tennessee,
Perry,Tennessee,
Pickett,Tennessee,
Polk,Tennessee,
Putnam,Tennessee,
Rhea,Tennessee,
Roane,Tennessee,
Robertson,Tennessee,
Rutherford,Tennessee,
Scott,Tennessee,
Sequatchie,Tennessee,
Sevier,Tennessee,
Shelby,Tennessee,
Smith,Tennessee,
Stewart,Tennessee,
Sullivan,Tennessee,
Sumner,Tennessee,
Tipton,Tennessee,
Trousdale,Tennessee,
Unicoi,Tennessee,
Union,Tennessee,
Van Buren,Tennessee,
Warren,Tennessee,
Washington,Tennessee,
Wayne,Tennessee,
Weakley,Tennessee,
White,Tennessee,
Williamson,Tennessee,
Wilson,Tennessee,
Anderson,Texas,
Andrews,Texas,
Angelina,Texas,
Aransas,Texas,
Archer,Texas,
Armstrong,Texas,
Atascosa,Texas,
Austin,Texas,
Bailey,Texas,
Bandera,Texas,
Bastrop,Texas,
Baylor,Texas,
Bee,Texas,
Bell,Texas,
Bexar,Texas,
Blanco,Texas,
Borden,Texas,
Bosque,Texas,
Bowie,Texas,
Brazoria,Texas,
Brazos,Texas,
Brewster,Texas,
Briscoe,Texas,
Brooks,Texas,
Brown,Texas,
Burleson,Texas,
Burnet,Texas,
Caldwell,Texas,
Calhoun,Texas,
Callahan,Texas,
Cameron,Texas,
Camp,Texas,
Carson,Texas,
Cass,Texas,
Castro,Texas,
Chambers,Texas,
Cherokee,Texas,
Childress,Texas,
Clay,Texas,
Cochran,Texas,
Coke,Texas,
Coleman,Texas,
Collin,Texas,
Collingsworth,Texas,
Colorado,Texas,
Comal,Texas,
Comanche,Texas,
Concho,Texas,
Cooke,Texas,
Coryell,Texas,
Cottle,Texas,
Crane,Texas,
Crockett,Texas,
Crosby,Texas,
Culberson,Texas,
Dallam,Texas,
Dallas,Texas,
Dawson,Texas,
Deaf Smith,Texas,
Delta,Texas,
Denton,Texas,
DeWitt,Texas,
Dickens,Texas,
Dimmit,Texas,
Donley,Texas,
Duval,Texas,
Eastland,Texas,
Ector,Texas,
Edwards,Texas,
Ellis,Texas,
El Paso,Texas,
Erath,Texas,
Falls,Texas,
Fannin,Texas,
Fayette,Texas,
Fisher,Texas,
Floyd,Texas,
Foard,Texas,
Fort Bend,Texas,
Franklin,Texas,
Freestone,Texas,
Frio,Texas,
Gaines,Texas,
Galveston,Texas,
Garza,Texas,
Gillespie,Texas,
Glasscock,Texas,
Goliad,Texas,
Gonzales,Texas,
Gray,Texas,
Grayson,Texas,
Gregg,Texas,
Grimes,Texas,
Guadalupe,Texas,
Hale,Texas,
Hall,Texas,
Hamilton,Texas,
Hansford,Texas,
Hardeman,Texas,
Hardin,Texas,
Harris,Texas,
Harrison,Texas,
Hartley,Texas,
Haskell,Texas,
Hays,Texas,
Hemphill,Texas,
Henderson,Texas,
Hidalgo,Texas,
Hill,Texas,
Hockley,Texas,
Hood,Texas,
Hopkins,Texas,
Houston,Texas,
Howard,Texas,
Hudspeth,Texas,
Hunt,Texas,
Hutchinson,Texas,
Irion,Texas,
Jack,Texas,
Jackson,Texas,
Jasper,Texas,
Jeff Davis,Texas,
Jefferson,Texas,
Jim Hogg,Texas,
Jim Wells,Texas,
Johnson,Texas,
Jones,Texas,
Karnes,Texas,
Kaufman,Texas,
Kendall,Texas,
Kenedy,Texas,
Kent,Texas,
Kerr,Texas,
Kimble,Texas,
King,Texas,
Kinney,Texas,
Kleberg,Texas,
Knox,Texas,
Lamar,Texas,
Lamb,Texas,
Lampasas,Texas,
La Salle,Texas,
Lavaca,Texas,
Lee,Texas,
Leon,Texas,
Liberty,Texas,
Limestone,Texas,
Lipscomb,Texas,
Live Oak,Texas,
Llano,Texas,
Loving,Texas,
Lubbock,Texas,
Lynn,Texas,
McCulloch,Texas,
McLennan,Texas,
McMullen,Texas,
Madison,Texas,
Marion,Texas,
Martin,Texas,
Mason,Texas,
Matagorda,Texas,
Maverick,Texas,
Medina,Texas,
Menard,Texas,
Midland,Texas,
Milam,Texas,
Mills,Texas,
Mitchell,Texas,
Montague,Texas,
Montgomery,Texas,
Moore,Texas,
Morris,Texas,
Motley,Texas,
Nacogdoches,Texas,
Navarro,Texas,
Newton,Texas,
Nolan,Texas,
Nueces,Texas,
Ochiltree,Texas,
Oldham,Texas,
Orange,Texas,
Palo Pinto,Texas,
Panola,Texas,
Parker,Texas,
Parmer,Texas,
Pecos,Texas,
Polk,Texas,
Potter,Texas,
Presidio,Texas,
Rains,Texas,
Randall,Texas,
Reagan,Texas,
Real,Texas,
Red River,Texas,
Reeves,Texas,
Refugio,Texas,
Roberts,Texas,
Robertson,Texas,
Rockwall,Texas,
Runnels,Texas,
Rusk,Texas,
Sabine,Texas,
San Augustine,Texas,
San Jacinto,Texas,
San Patricio,Texas,
San Saba,Texas,
Schleicher,Texas,
Scurry,Texas,
Shackelford,Texas,
Shelby,Texas,
Sherman,Texas,
Smith,Texas,
Somervell,Texas,
Starr,Texas,
Stephens,Texas,
Sterling,Texas,
Stonewall,Texas,
Sutton,Texas,
Swisher,Texas,
Tarrant,Texas,
Taylor,Texas,
Terrell,Texas,
Terry,Texas,
Throckmorton,Texas,
Titus,Texas,
Tom Green,Texas,
Travis,Texas,
Trinity,Texas,
Tyler,Texas,
Upshur,Texas,
Upton,Texas,
Uvalde,Texas,
Val Verde,Texas,
Van Zandt,Texas,
Victoria,Texas,
Walker,Texas,
Waller,Texas,
Ward,Texas,
Washington,Texas,
Webb,Texas,
Wharton,Texas,
Wheeler,Texas,
Wichita,Texas,
Wilbarger,Texas,
Willacy,Texas,
Williamson,Texas,
Wilson,Texas,
Winkler,Texas,
Wise,Texas,
Wood,Texas,
Yoakum,Texas,
Young,Texas,
Zapata,Texas,
Zavala,Texas,
Beaver,Utah,
Box Elder,Utah,
Cache,Utah,
Carbon,Utah,
Daggett,Utah,
Davis,Utah,
Duchesne,Utah,
Emery,Utah,
Garfield,Utah,
Grand,Utah,
Iron,Utah,
Juab,Utah,
Kane,Utah,
Millard,Utah,
Morgan,Utah,
Piute,Utah,
Rich,Utah,
Salt Lake,Utah,
San Juan,Utah,
Sanpete,Utah,
Sevier,Utah,
Summit,Utah,
Tooele,Utah,
Uintah,Utah,
Utah,Utah,
Wasatch,Utah,
Washington,Utah,
Wayne,Utah,
Weber,Utah,
Addison,Vermont,
Bennington,Vermont,
Caledonia,Vermont,
Chittenden,Vermont,
Essex,Vermont,
Franklin,Vermont,
Grand Isle,Vermont,
Lamoille,Vermont,
Orange,Vermont,
Orleans,Vermont,
Rutland,Vermont,
Washington,Vermont,
Windham,Vermont,
Windsor,Vermont,
Accomack,Virginia,
Albemarle,Virginia,
Alexandria,Virginia,
Alleghany,Virginia,
Amelia,Virginia,
Amherst,Virginia,
Appomattox,Virginia,
Arlington,Virginia,
Augusta,Virginia,
Bath,Virginia,
Bedford,Virginia,
Bland,Virginia,
Botetourt,Virginia,
Bristol,Virginia,
Brunswick,Virginia,
Buchanan,Virginia,
Buckingham,Virginia,
Buena Vista,Virginia,
Campbell,Virginia,
Caroline,Virginia,
Carroll,Virginia,
Charles City,Virginia,
Charlotte,Virginia,
Charlottesville,Virginia,
Chesapeake,Virginia,
Chesterfield,Virginia,
Clarke,Virginia,
Colonial Heights,Virginia,
Covington,Virginia,
Craig,Virginia,
Culpeper,Virginia,
Cumberland,Virginia,
Danville,Virginia,
Dickenson,Virginia,
Dinwiddie,Virginia,
Emporia,Virginia,
Essex,Virginia,
Fairfax City,Virginia,
Fairfax,Virginia,
Falls Church,Virginia,
Fauquier,Virginia,
Floyd,Virginia,
Fluvanna,Virginia,
Franklin City,Virginia,
Franklin,Virginia,
Frederick,Virginia,
Fredericksburg,Virginia,
Galax,Virginia,
Giles,Virginia,
Gloucester,Virginia,
Goochland,Virginia,
Grayson,Virginia,
Greene,Virginia,
Greensville,Virginia,
Halifax,Virginia,
Hampton,Virginia,
Hanover,Virginia,
Harrisonburg,Virginia,
Henrico,Virginia,
Henry,Virginia,
Highland,Virginia,
Hopewell,Virginia,
Isle of Wight,Virginia,
James City,Virginia,
King and Queen,Virginia,
King George,Virginia,
King William,Virginia,
Lancaster,Virginia,
Lee,Virginia,
Lexington,Virginia,
Loudoun,Virginia,
Louisa,Virginia,
Lunenburg,Virginia,
Lynchburg,Virginia,
Madison,Virginia,
Manassas,Virginia,
Manassas Park,Virginia,
Martinsville,Virginia,
Mathews,Virginia,
Mecklenburg,Virginia,
Middlesex,Virginia,
Montgomery,Virginia,
Nelson,Virginia,
New Kent,Virginia,
Newport News,Virginia,
Norfolk,Virginia,
Northampton,Virginia,
Northumberland,Virginia,
Norton,Virginia,
Nottoway,Virginia,
Orange,Virginia,
Page,Virginia,
Patrick,Virginia,
Petersburg,Virginia,
Pittsylvania,Virginia,
Poquoson,Virginia,
Portsmouth,Virginia,
Powhatan,Virginia,
Prince Edward,Virginia,
Prince George,Virginia,
Prince William,Virginia,
Pulaski,Virginia,
Radford,Virginia,
Rappahannock,Virginia,
Richmond City,Virginia,
Richmond,Virginia,
Roanoke City,Virginia,
Roanoke,Virginia,
Rockbridge,Virginia,
Rockingham,Virginia,
Russell,Virginia,
Salem,Virginia,
Scott,Virginia,
Shenandoah,Virginia,
Smyth,Virginia,
Southampton,Virginia,
Spotsylvania,Virginia,
Stafford,Virginia,
Staunton,Virginia,
Suffolk,Virginia,
Surry,Virginia,
Sussex,Virginia,
Tazewell,Virginia,
Virginia Beach,Virginia,
Warren,Virginia,
Washington,Virginia,
Waynesboro,Virginia,
Westmoreland,Virginia,
Williamsburg,Virginia,
Winchester,Virginia,
Wise,Virginia,
Wythe,Virginia,
York,Virginia,
Adams,Washington,
Asotin,Washington,
Benton,Washington,
Chelan,Washington,
Clallam,Washington,
Clark,Washington,
Columbia,Washington,
Cowlitz,Washington,
Douglas,Washington,
Ferry,Washington,
Franklin,Washington,
Garfield,Washington,
Grant,Washington,
Grays Harbor,Washington,
Island,Washington,
Jefferson,Washington,
King,Washington,
Kitsap,Washington,
Kittitas,Washington,
Klickitat,Washington,
Lewis,Washington,
Lincoln,Washington,
Mason,Washington,
Okanogan,Washington,
Pacific,Washington,
Pend Oreille,Washington,
Pierce,Washington,
San Juan,Washington,
Skagit,Washington,
Skamania,Washington,
Snohomish,Washington,
Spokane,Washington,
Stevens,Washington,
Thurston,Washington,
Wahkiakum,Washington,
Walla Walla,Washington,
Whatcom,Washington,
Whitman,Washington,
Yakima,Washington,
Barbour,West Virginia,
Berkeley,West Virginia,
Boone,West Virginia,
Braxton,West Virginia,
Brooke,West Virginia,
Cabell,West Virginia,
Calhoun,West Virginia,
Clay,West Virginia,
Doddridge,West Virginia,
Fayette,West Virginia,
Gilmer,West Virginia,
Grant,West Virginia,
Greenbrier,West Virginia,
Hampshire,West Virginia,
Hancock,West Virginia,
Hardy,West Virginia,
Harrison,West Virginia,
Jackson,West Virginia,
Jefferson,West Virginia,
Kanawha,West Virginia,
Lewis,West Virginia,
Lincoln,West Virginia,
Logan,West Virginia,
McDowell,West Virginia,
Marion,West Virginia,
Marshall,West Virginia,
Mason,West Virginia,
Mercer,West Virginia,
Mineral,West Virginia,
Mingo,West Virginia,
Monongalia,West Virginia,
Monroe,West Virginia,
Morgan,West Virginia,
Nicholas,West Virginia,
Ohio,West Virginia,
Pendleton,West Virginia,
Pleasants,West Virginia,
Pocahontas,West Virginia,
Preston,West Virginia,
Putnam,West Virginia,
Raleigh,West Virginia,
Randolph,West Virginia,
Ritchie,West Virginia,
Roane,West Virginia,
Summers,West Virginia,
Taylor,West Virginia,
Tucker,West Virginia,
Tyler,West Virginia,
Upshur,West Virginia,
Wayne,West Virginia,
Webster,West Virginia,
Wetzel,West Virginia,
Wirt,West Virginia,
Wood,West Virginia,
Wyoming,West Virginia,
Adams,Wisconsin,
Ashland,Wisconsin,
Barron,Wisconsin,
Bayfield,Wisconsin,
Brown,Wisconsin,
Buffalo,Wisconsin,
Burnett,Wisconsin,
Calumet,Wisconsin,
Chippewa,Wisconsin,
Clark,Wisconsin,
Columbia,Wisconsin,
Crawford,Wisconsin,
Dane,Wisconsin,
Dodge,Wisconsin,
Door,Wisconsin,
Douglas,Wisconsin,
Dunn,Wisconsin,
Eau Claire,Wisconsin,
Florence,Wisconsin,
Fond du Lac,Wisconsin,
Forest,Wisconsin,
Grant,Wisconsin,
Green,Wisconsin,
Green Lake,Wisconsin,
Iowa,Wisconsin,
Iron,Wisconsin,
Jackson,Wisconsin,
Jefferson,Wisconsin,
Juneau,Wisconsin,
Kenosha,Wisconsin,
Kewaunee,Wisconsin,
La Crosse,Wisconsin,
Lafayette,Wisconsin,
Langlade,Wisconsin,
Lincoln,Wisconsin,
Manitowoc,Wisconsin,
Marathon,Wisconsin,
Marinette,Wisconsin,
Marquette,Wisconsin,
Menominee,Wisconsin,
Milwaukee,Wisconsin,
Monroe,Wisconsin,
Oconto,Wisconsin,
Oneida,Wisconsin,
Outagamie,Wisconsin,
Ozaukee,Wisconsin,
Pepin,Wisconsin,
Pierce,Wisconsin,
Polk,Wisconsin,
Portage,Wisconsin,
Price,Wisconsin,
Racine,Wisconsin,
Richland,Wisconsin,
Rock,Wisconsin,
Rusk,Wisconsin,
St. Croix,Wisconsin,
Sauk,Wisconsin,
Sawyer,Wisconsin,
Shawano,Wisconsin,
Sheboygan,Wisconsin,
Taylor,Wisconsin,
Trempealeau,Wisconsin,
Vernon,Wisconsin,
Vilas,Wisconsin,
Walworth,Wisconsin,
Washburn,Wisconsin,
Washington,Wisconsin,
Waukesha,Wisconsin,
Waupaca,Wisconsin,
Waushara,Wisconsin,
Winnebago,Wisconsin,
Wood,Wisconsin,
Albany,Wyoming,
Big Horn,Wyoming,
Campbell,Wyoming,
Carbon,Wyoming,
Converse,Wyoming,
Crook,Wyoming,
Fremont,Wyoming,
Goshen,Wyoming,
Hot Springs,Wyoming,
Johnson,Wyoming,
Laramie,Wyoming,
Lincoln,Wyoming,
Natrona,Wyoming,
Niobrara,Wyoming,
Park,Wyoming,
Platte,Wyoming,
Sheridan,Wyoming,
Sublette,Wyoming,
Sweetwater,Wyoming,
Teton,Wyoming,
Uinta,Wyoming,
Washakie,Wyoming,
Weston,Wyoming,
,Guam,
,Virgin Islands,
,Northern Mariana Islands,
